text,label,label
"S'obstiner à acheter 100 pour cent français reviendrait à vivre sans réfrigérateur, sans lave linge, sans smartphone, sans ordinateur. Autrement dit, les plus patriotes et les plus écolos devront soit mettre de l'eau dans leur vin soit revenir à un mode de vie d'un autre âge",B2,3
"Si nous avions plus d'argent, nous achèterions un tableau de Matisse.",B1,2
"Selon l'Organisation mondiale de la santé (OMS), on comptait environ 200 millions d'obèses dans le monde en 1995.",C1,4
"Aujourd'hui, j'ai mangé une mousse au chocolat parce que je ne suis pas à la diète.",A2,1
"En parallèle, l'essor des nanotechnologies stimule la miniaturisation et la mobilité de ces outils auxquels il s'agira de greffer des systèmes énergétiques aussi petits que possible.",C1,4
"À chaque respiration elle sentait la fumée entrer dans ses poumons, tel un insidieux poison.",B2,3
Ils vont souvent à l'opéra,A1,0
"Enfermés dans la souricière d'amour, condamnés aux travaux d'amour à perpétuité, ils étaient couchés l'un près de l'autre, beaux, tendres aimants et sans but.",C2,5
Les hommes la découpent et la placent au-dessus de la flamme.,A2,1
"Une fois déchiquetées et séchées, elles sont alors agglomérées en petits cylindres appelés ""palettes"".",B2,3
"Grâce aux actions concertées de ces organisations, des milliers d'enfants sont chaque année tirés des griffes de la violence et de la guerre.",B1,2
Tu remplis le pot d'eau et tu mets des glaçons.,A2,1
Les ignorer en restant nostalgique est inconscient.,C1,4
"Il s'arrêtait, se baissait, et, lorsqu'elle approchait, de son petit pas hésitant, il sautait en l'air comme les diables enfermés en des boîtes, puis il s'élançait d'une enjambée à l'autre bout du salon.",C2,5
"Ensuite, Marie et moi, on est allés regarder dans une librairie et on a trouvé un livre de contes pour enfant très joli.",B1,2
La biographie est une friandise mais le quotidien de l'écrivain public se nourrit des innombrables demandes de services ponctuels formulées par les particuliers et les entreprises.,C1,4
"Si cette actrice avait accepté le rôle, elle aurait été formidable.",B1,2
On eût difficilement imaginé un plus baroque assemblage de vêtures surannées,C2,5
A cette très grande mortalité correspond une durée moyenne de vie relativement courte.,C1,4
Et ils étaient plus de mille.,B1,2
J'habite à Rouen mais je travaille à Paris,A1,0
Tu l'appelles chaque jour jusqu'à ce qu'il te donne une réponse.,B1,2
Il joue au football depuis cinq ans.,A1,0
"C'est vraiment génial d'être en ville et d'avoir les monuments, les musées et la plage au même endroit",B1,2
"Ainsi, ils gagnent en efficacité et l'employeur en profite.",B2,3
"Tout le monde était tondu à neuf, les oreilles s'écartaient des têtes, on était rasé de près ; quelques-uns même qui s'étaient levés dès avant l'aube, n'ayant pas vu clair à se faire la barbe, avaient des balafres en diagonale sous le nez, ou, le long des mâchoires, des pelures d'épiderme larges comme des écus de trois francs, et qu'avait enflammées le grand air pendant la route, ce qui marbrait un peu de plaques roses toutes ces grosses faces blanches épanouies.",C2,5
"Le bâtiment principal, qui vient d'être rénové, a l'air tout neuf et ils ont peint les mursen couleurs pastels",B2,3
Il y a aussi les personnages dotés d'un pouvoir politique séculier exceptionnel : les rois.,C2,5
Pour preuve : les Bédouins ont fait du thé à la menthe brûlant un véritable rituel et en consomment plusieurs fois par jour.,B2,3
"Onze heures sonnèrent, je me rendis auprès d'Ellénore : elle m'attendait.",C2,5
Je vais fermer la porte à clé par sécurité.,A2,1
"Pour vérifier que vous avez bien compris, répondez à ces questions.",A2,1
Un mode de travail dont ils sont habituellement privés dans un enseignement transmissif.,C2,5
"C'est dans le Sahara qu'il fait le plus chaud sur Terre, où des températures de plus de 50 °C ne sont pas rares.",A2,1
Je travaillais lorsqu'il est arrivé par surprise derrière moi.,A2,1
"Ainsi, Pierre a le privilège d'admirer chaque jour l'un des monuments les plus visités au monde",A1,0
Ma mère s'appelle Marie.,A1,0
Certains vagabonds tiennent minutieusement leur propre guide de voyage et monnayent leurs informations.,C2,5
Une autre organisation qui produit sa part d'impact sur les peuples autochtones de la côte est la Commission baleinière internationale .,C1,4
J'en connais qu'une seule : Valérie,A2,1
J'aime beaucoup ceux avec la tour Eiffel.,A1,0
"Beaucoup voient leur nid familial sous un nouveau jour : ""Les appartements parisiens des arrondissements historiques sont peut-être plein de charme, mais ils sont surtout trop petits"", se moque le Wall Street Journal.",B2,3
Ils furent allés acheter une panoplie de produits d'entretien pour décrasser leur garage.,C1,4
On doit toujours écouter ses parents,A1,0
Qu'est-ce que vous voulez ?,A2,1
"J'aimai, je respectai mille fois plus Ellénore après qu'elle se fut donnée.",C2,5
"s'ils ont la garde légale de leur progéniture, ils doivents absolument montrer les papiers légaux de garde",C1,4
Juste un petit peu.,A1,0
"Voilà, monsieur",A1,0
"Personnalité clivante au sein de la majorité, la ministre de la transition écologique, Barbara Pompili, a la lourde tâche de redorer le bilan environnemental d'Emmanuel Macron pour l'élection présidentielle de 2022.",C1,4
Je promettais de dire la vérité.,A2,1
"Plusieurs années avant de se faire connaitre sous le nom de Saul Goodman, James McGill était un arnaqueur à Cicero et comptait sur son frère Charles McGill, un grand avocat, pour sortir de prison quand il était arrêté.",C1,4
"Après quelques mois de cette pauvreté noble, assiégée par les lettres continuelles de Limercati, et même du comte N. qui lui aussi voulait épouser, il arriva que le marquis del.",C1,4
"Dès que j'eus dégusté mon repas, je me sentis apaisé.",C2,5
"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour uninvestissement moyen de 7 euros.",C2,5
Le débat porte plutôt sur l'utilité d'une telle mesure.,B1,2
"Cette façon d'entrer dans les pensées des personnages presque par effraction, sans s'excuser, et de naviguer dans un océan à l'amplitude universelle : les méandres des souvenirs qui à la fois hantent et illuminent nos vies.",C1,4
"C'est ici, Monsieur.",A1,0
Sa grossesse se passe bien et elle travaille toujours dans le même restaurant.,B1,2
"Une fois rentrés chez eux, les élèves que j'ai pu étudier au lycée Dorian vont sur des plates-formes, alors pas forcément les plates-formes académiques type ENT, mais vont par exemple sur Facebook, ils coopèrent, ils s'échangent des informations sur les cours, sur les exercices.",C2,5
"Si tu as mal au dos, je peux te faire un massage, ça aide souvent.",B1,2
"Son fils l'aide, mais il est encore très jeune : il n'a que treize ans, ce n'est pas encore un guerrier.",A2,1
"Le ministre de l'Education a lancé un appel d'offres aux associations pour introduire en primaire une initiation au code informatique , facultative, sur les temps périscolaires dégagés par la réforme des rythmes scolaires.",C2,5
"Moi-même, je suis séduit par la coincidentia oppositorum, la nécessité de maintenir ensemble les contraires.",C2,5
Le livre est mis en vitrine par les libraires,A2,1
"Entre 47 et 53 ans, un chômeur a 1 chance sur 10 de retrouver un contrat à durée indéterminée, déplore Jacques Gosselin, qui a créé il y a un an la Fédération interrégionale pour le développement de l'emploi des seniors.",C1,4
Mais trop de gens sont encore désarmés face aux ordinateurs.,C2,5
Il est allé chez le dentiste pour enlever une dent hier matin avant d'aller au travail.,A2,1
"Dernièrement, le ministre de l'éducation nationale a souhaité durcir l'interdiction des téléphones portables au collège qui existe déjà, mais qui, en pratique, n'est pas suffsamment appliquée parce qu'aucune sanction n'est prévue.",B2,3
"Je m'occuperai des enfants ce week-end-là, j'ai déjà posé mes congés.",B1,2
"Une opération à renouveler 2 à 3 fois, avant de l'émietter le plus finement possible, la chiquetailler, comme on dit aux Antilles",C1,4
Je lui ferai découvrir les villes de Lyon et de Montpellier.,B1,2
"Enfin, vous signerez avec votre certificat électronique l'ensemble de ces éléments avant de cliquer sur envoi .",B2,3
"Le chat a voulu s'asseoir dans le fauteuil, mais Simon n'a pas voulu.",A1,0
C'est pas mal.,A1,0
"Au bout de trois ans et trois jours, le prince a enfin découvert l'enchanteresse?",B1,2
"A chaque épée de lumière jaillie du sable, d'un coquillage blanchi ou d'un débris de verre, mes mâchoires se crispaient.",C1,4
"Je voudrais réserver une chambre double pour deux nuits, s'il vous plaît.",A1,0
"À l'extrémité de la digue on voyait s'élever, sur les dessins du fameux marquis Gagnola, une chapelle bâtie tout entière en blocs de granit énormes, et, dans la chapelle, Marchesi, le sculpteur à la mode de Milan, lui bâtissait un tombeau sur lequel des bas-reliefs nombreux devaient représenter les belles actions de ses ancêtres.",C1,4
"Pour notre entreprise, externaliser, c'est se concentrer sur nos activités principales, recherche et commercialisation, que nous maîtrisons parfaitement et faire réaliser par des intervenants extérieurs les activités de production et les essais cliniques.",B2,3
Nous aurions de toute évidence du mal à les rendre.,B1,2
"Yukihiro a déjà investi 2, 3 millions d'euros dans son procédé unique au monde, qui vient d'être installé, à la demande du maire, dans la commune d'Uki, au sud du pays.",B2,3
Plusieurs personnes qui ont vécu ces jours tourmentés racontent.,C1,4
Le soleil aplatissait le chemin du Quai à grands coups de langue,C2,5
"Le vêtement est comme un enduit ; il met tout en relief, et la toilette a été inventée bien plutôt pour faire ressortir des avantages corporels que pour voiler des imperfections.",C2,5
"J'étais assez calme, j'avais beaucoup de copains et je passais des heures avec eux tous les jours",A1,0
"L'auteur évoque l'insouciance des journées passées avec la panse pleine et sa conviction, acquise dans le monde du vagabondage, que le travail régulier, dégradant, ne fera plus jamais partie de son mode de vie.",C2,5
"Elle mit vivement son chapeau à plumes, sa cape et elle partit en silence sans ajouter le moindre mot.",B2,3
"Contre le mur, il y a une grande affiche",A1,0
"Pareil pour les mathématiques , poursuit David Wilgenbus.",C2,5
"Elle signifie ""transmettre à quelqu'un un message qu'on a reçu de quelqu'un d'autre et qui lui était adressé"".",A2,1
"Sur 110 000 appels reçus par la ligne Jeunes écoute violence d'Ile-de-France en 2000, environ 4000 avaient trait à des agressions survenues en milieu scolaire, essentiellement au collège.",C1,4
"En 2019, le taux d'imposition de l'énergie était de 335 francs par tonne d'équivalent pétrole (TEP), une unité de mesure qui permet de comparer entre eux les différents agents énergétiques.",C1,4
La situation est plus complexe pour les parents divorcés ou séparés,B2,3
Je me sens très bien dans ma nouvelle maison !,A2,1
"Au Québec on ne discute pas, on jase",C1,4
"Oui, elle est grande. Mais le lit est petit.",A1,0
Elle passe aussi à la boulagerie et elle achète une baguette toute chaude et des croissants pour le petit-déjeuner,A1,0
"Ma chère Anne, je n'ai pas trouvè le mari vraiment charmante non plus.",B1,2
Les habitants seraient très choqués d'apprendre l'interdiction des voitures en centre-ville.,B2,3
Ils leur imposent plus de contraintes morales et leur demandent de tout sacrifier à la réussite scolaire.,B2,3
"Et la Bretagne offre cette respiration, parce que chez nous, le luxe c'est l'espace.",B1,2
Il accepte de le cacher dans sa poitrine.,A2,1
"Bien que les policiers réclament plus de pouvoirs concernant l'écoute électronique des logiciels de téléphonie Internet, l'Italie a souligné son désaccord avec une telle politique.",C1,4
J'ai lu et bien compris l'histoire.,A2,1
Ce spectacle est très amusant.,A1,0
"Pour les femmes surtout, nuancent Régine Lemoine-Darthois et Elisabeth Weissman.",C1,4
L'école n'a plus la même fonction qu'hier parce que le monde a changé.,A2,1
"Ils se disent prêts à quitter travail et confort, à s'éloigner de leurs amis, à ""gagner moins pour vivre mieux"".",A2,1
"J'ai été élevé par deux femmes exceptionnelles, racontait-il clans une Interview enregistrée en 1981 oui il apparaît, direct et affable, en compagnie de sa fille et de sa petite-fille",C1,4
"Même à l'âge de 11 ans, on doit subir des contrôles dans toutes les matières.",B1,2
Je suis d'accord.,A1,0
"Cette femme, malgré sa situation désavantageuse, avait montré, dans plusieurs occasions, un caractère distingué.",B2,3
Les divers modèles de suspensions nécessitent de bons réglages car la moindre perte d'adhérence peut amener à la perte de contrôle de la moto; elles ont évolué avec le temps.,C2,5
"Aux premiers abords, cette race peut se méfier des étrangers, mais est facilement docile avec son maître.",B2,3
"Aujourd'hui, avec mes parents et ma soeur nous partons en voyage.",A1,0
L'exploitation est la plupart du temps confiée à des sociétés privées européennes ou asiatiques.,B2,3
Enfin j'entendis sonner l'heure à laquelle je devais me rendre chez le comte.,C2,5
"Quand il ne fait pas beau, j'y vais en bus",A1,0
Je veux espérer qu'il n'a pas vu l'affiche !,A2,1
Je regarde les oiseaux à travers la fenêtre de ma chambre.,A1,0
Et puis après quelques jours tout était plus facile.,B1,2
Je vais prendre la tarte tatin.,A1,0
Je te propose un rendez-vous à 20 heures au bar,A2,1
Le temps des hommes s'articule autour de ce jour chômé.,C2,5
"Le personnage de Saul Goodman est créé pour conduire Walter et Jesse vers un trafic de drogue à plus grande échelle, suppléant à des personnages tels que Badger, un petit trafiquant ami de Jesse.",C1,4
"Malgré le danger, il a gardé la tête froide durant cette expérience.",B2,3
"Craignant la défaite électorale, Trump dégobille allègrement sur le système électoral, parle de fraude et d'irrégularités, comme si elles étaient monnaie courante.",C2,5
"Si l'épicerie avait été ouverte, nous aurions acheté du lait.",B2,3
Je vais à l'école pendant la journée.,A2,1
"Dans la profondeur des hautes bâtisses moyenâgeuses de la rue des Nobles ou de la rue des Archers se creusent des espèces d'arrière-cours où les sombres maçonneries qui les encadrent entretiennent une constante humidité de sépulcre et ne laissent pénétrer qu'un filet de jour spectral, tombé du mince hublot de ciel que découpent les toits en surplomb.",C2,5
"Son inégale diffusion dans l'espace, son intensité variable commandent les transformations démographiques et sociales des populations et modifient a terme les paysages géographiques.",C1,4
"Elle rencontra Candide en revenant au château, et rougit ; Candide rougit aussi ; elle lui dit bonjour d'une voix entrecoupée, et Candide lui parla sans savoir ce qu'il disait.",B2,3
Nous sommes dans un monde globalement mieux nourri.,B2,3
"A côté des progrès récents dans le domaine des biothérapies, la modulation nutritionnelle de l'inflammation intestinale offre des possibilités thérapeutiques simples, et sûres.",C2,5
"Elle était très religieuse, parce que la religion condamnait rigoureusement son genre de vie.",B2,3
Je fais mon exposé devant toute la classe.,A1,0
"Moi, leur turbulence me fatiguait et je trouvais distingué de m'ennuyer auprès de M. Barrault pendant qu'ils jouaient aux barres.",C1,4
"Vivement que tout soit fini, que le village redevienne ce qu'il était.",A2,1
"Au café, le patron allume la télé à l'heure de l'émission : Les clients la regardent, chacun y va de son commentaire.",A2,1
"C'est en représentant mon journal, Le Parisien, à l'émission Res Publica, à la radio, que j'ai rencontré Jean-Luc Hess, qui dirigeait alors la station.",B1,2
"L'entreprise déclarait en 2004 vouloir développer un système de transport lourd, voire super-lourd si la demande des clients suivait, sachant qu'à chaque augmentation de taille résulte une diminution significative du coût par kilogramme en orbite.",C1,4
Comment peut-on aimer l'école ?,A2,1
"On ouvrit la porte et les deux jeunes femmes parurent, suivies d'un maître d'hôtel, voilées, cachées, discrètes, avec cette allure de mystère charmant qu'elles prennent en ces endroits où les voisinages et les rencontres sont suspects.",C2,5
"Il la sentait contre lui, si près, enfermée avec lui dans cette boîte noire, qu'éclairaient brusquement, pendant un instant, les becs de gaz des trottoirs.",C2,5
La Fête du Travail en France est célébrée le premier mai comme c'est le cas dans de nombreux pays du monde.,A2,1
Séverine est arrivée après une annonce que ma fille a faite.,A1,0
"Une preuve en est que deux millions d'emplois en Europe, nécessitant des compétences scientifiques et technologiques, ne sont pas pourvus.",C1,4
Un débat public et démocratique est donc nécessaire!,C1,4
"Premièrement, les agences réglementaires nationales exigent un nombre de patients testés toujours plus grand.",B2,3
"Ainsi, le portable permet de se tolérer mutuellement.",B2,3
"La mère de Raphaël et de Vanessa exprime sa satisfaction : depuis que ses enfants possèdent un portable, ça a libéré ma ligne , déclare-t-elle.",B2,3
"Il arrive à sortir en jurant au roi des serpents qu'il ne révèlera pas le secret de la grotte (ni le lieu, ni comment y entrer).",B1,2
"À la Une ce soir, la condamnation de Nicolas Sarkozy.",A2,1
Ces aventuriers sont des têtes brûlées.,C1,4
A cela s'ajoute la diminution de l'activité physique.,B2,3
J'ai 18 ans.,A1,0
"""80% du travail du robot a été fait"", avait-il assuré avant que le robot ne se remette à envoyer un flot de données en fin de soirée.",B1,2
Il veut tout manger.,A2,1
Il était urgent qu'il changeât ses essuie-glaces.,C2,5
"Durant sa durée de validité, son titulaire bénéfice de la liberté de circulation dans l'espace Schengen",C1,4
"répétait Fabrice, il est donc criminel de vouloir défendre la patrie ?",B2,3
"Si de la pluie tombe alors qu'il y a du soleil, vous pourrez sans doute observer un arc-en-ciel",B1,2
"Devenus protocole et politesses rituelles, les mots d'amour glissaient sur la toile cirée de l'habitude.",C1,4
Parlez-moi d'une journée habituelle.,A1,0
"Quand j'échange avec des sympathisants de gauche en mettant sur la table toutes les réformes de progrès social depuis 2017, je me rends compte que l'enjeu porte avant tout sur notre capacité à porter politiquement ce bilan.",C1,4
Claire suit un cours intensif d'espagnol dont elle est contente.,B2,3
Voyager c'est bien mais voyager responsable c'est encore mieux !,B1,2
"Notre garçon de sept ans, et nos jumelles de quatre ans se lèvent quand ils veulent, mais pas plus tard que dix heures.",A2,1
"Il est également connu pour ses publicités télévisées à faible budget et ses affiches imprimées à Albuquerque, dans lesquels il s'annonce principalement sous le slogan : ""Appelez donc Saul !""",C1,4
Je mets tous mes efforts et toute mon énergie exclusivement dans le travail.,B1,2
"La nécessité de prouver l'efficacité de pratiques de KM comme la volonté de mettre en évidence l'apport économique de leur patrimoine de connaissances, poussent certainement les entreprises à s'intéresser à l'évaluation de leurs connaissances",C2,5
"Après quelques phrases banales, je lui parlai, en déguisant mon trouble, du départ subit d'Ellénore.",C2,5
"Mais, l'hiver prochain, si elle n'a pas de rhume, elle fera du ski.",B1,2
"Si tu veux, tu peux arriver tôt.",A1,0
Il parle italien et anglais,A1,0
"Merci Marco, c'est très gentil !",A1,0
Un descendant est un individu qui descend d'un autre autrement dit l'enfant d'un individu.,B1,2
"Comme mon père va avoir 50 ans, on lui organise un anniversaire surprise.",A2,1
Tu viens en vacances au ski avec nous cet hivers,A1,0
Ne regardez pas le livre.,A1,0
Nous commençons un nouveau cours,A1,0
Ce que la porte était bien incapable de faire!,B1,2
Tout le contraire de moi.,A2,1
C'est ça la vraie question.,A1,0
"Nous organisons une soirée le 31, à partir de 19 heures, vous viendrez, n'est-ce pas?",A1,0
"Attentif aux évolutions de long cours, Pierre Bréchon, professeur à l'IEP de Grenoble, voit se dessiner le visage d'une société d'individualisation, qu'il distingue d'une société d'invidualisme.",C1,4
"Elles seront bien attrapées lorsque je serai vieux et la goutte au nez ou, mieux encore, sous la terre en compagnie de ses racines et silencieux vermisseaux ondulants, tout vert et desséché dans ma caisse disjointe , et elle me trouveront moins succulent alors, et bien fait pour elles, et je m'en régale déjà.",C2,5
On peut faire une classe inversée.,C2,5
J'ai mis tout ce que j'avais dans ce projet.,A2,1
Je viendrai dîner avec mon amie.,A1,0
"Lorsque l'on examine l'origine de coûts, on voit entre autres que la part des coûts des moyens de transport dans le transport routier et le transport aérien est nettement plus élevée que celle des coûts d'infrastructure, alors que ces derniers sont comparativement beaucoup plus importants dans le transport ferroviaire.",C1,4
"Si j'ai le temps, je te promets que je viendrai avec toi au théâtre",B1,2
J'ai réservé pour deux nuits.,A1,0
Ils sont arrivés samedi matin et ils ont visité la ville toute la journée,A1,0
Elle travaille actuellement à une grille d'évaluation pour auditer la trentaine de structures qui frappent à sa porte.,C1,4
"Dans un nouveau projet de loi, le premier ministre Silvio Berlusconi demande qu'il soit dorénavant illégal de diffuser une conversation enregistrée électroniquement avant que le verdict final de la justice ne soit rendu.",C1,4
Changer de vie.,A1,0
"Ce n'était pas très intéréssant, nous sommes partis au bout d'une heure.",A2,1
"L'armée, qui conteste le résultat des élections de novembre remportées massivement par le parti d'Aung San Suu Kyi, a promis la tenue d'un nouveau scrutin.",C1,4
Elle cueillera les roses et elle les arrosera si nécessaire.,B1,2
"Six mois après l'introduction définitive de la monnaie unique européenne, les nostalgiques du franc étaient à peine plus nombreux chez les plus de 65 ans que dans l'ensemble de la population - 53 %, contre 48 % , écrit le sociologue.",B2,3
"Je m'agitais ainsi intérieurement, lorsque je fis connaissance avec le comte de P ***, homme de quarante ans, dont la famille était alliée à la mienne.",C1,4
Armel Le Cléach arrive cet après-midi au large des Sables d'Olonne,C1,4
Mais je pense qu'il m'aide beaucoup.,A2,1
Ils se sont construits quasi exclusivement dans la réussite sociale.,C1,4
L'incompétence linguistique des responsables français est une blague récurrente des sommets européens tout comme des grandes entreprises internationales,C2,5
Il a mal à la tête à cause de la musique.,A1,0
"Certains d'entre ceux-là s'élevaient hauts et droits comme des chênes ; d'autres au contraire se ramassaient courts, trapus et noueux comme des saules ; mais tous avaient de larges torses et des épaules pesantes, des reins et des muscles épais, avec des poignets semblables à des faisceaux de câbles.",B2,3
Nous avons de nouveaux amis et nous avons rencontré nos voisins lors d'une soirée festive la semaine dernière,B1,2
"Malgré la reconnaissance par les grandes puissances de ce nouvel état souverain, Guillaume ler n'accepte pas la situation",B2,3
J'ai vu la tour Eiffel ?,A1,0
La durée de retention des données peut être fixée par des réglementations sectorielles.,C1,4
"Quand il doit rencontrer un client important, Marc n'hésite pas à s'habiller sobrement",B1,2
J'aimerais tant pouvoir un jour danser à l'Opéra de Paris !,B1,2
"Ces dernières années, j'avais un peu délaissé le piano et j'ai joué pendant une heure.",A2,1
"La carence en vitamine B3 produit en effet une maladie déjà connue chez l'humain : la pellagre, une maladie mortelle qui fit des ravages à la fin du 19e siècle.",C2,5
"Ce qui équivaut à dire que si vous pouviez atteindre cette profondeur dans l'océan, chaque centimètre carré de la surface de votre corps subirait une pression de mille kilogrammes.",B2,3
C'est le plat préféré de Manon.,A1,0
Moi c'est Pierre.,A1,0
"Il s'est cassé la cheville, mais malgré ça il veut danser, quelle idée !",B1,2
"Ensemble, ils vont partir à Paris et ils doivent prendre l'avion le 2/11, au début de l'après-midi.",A2,1
"Avec une rentabilité de 1 500 à 3 000 euros par chambre et par an, l'aventure tourne parfois court.",C1,4
Le site web wwwmonprospectuscom se vante les mérites de la réclame sur papier,B2,3
Ce texte milite pour corriger un préjugé sur les aptitudes intellectuelles des femmes.,B2,3
La classe ouvrière est également à bout; maladie et alcoolisme y font des ravages.,C2,5
"Si les gens étaient allés plus souvent dans ce musée, il ne seraient pas fermé aujourd'hui.",B1,2
"Deux fois, malgré sa pauvreté, la comtesse vint passer quelques jours à Milan ; il s'agissait de voir un ballet sublime de Vigano, donné au théâtre de la Scala, et le marquis ne défendait point à sa femme d'accompagner sa belle-soeur.",C1,4
"Ils ont tout planifié six mois à l'avance, afin de bénéficier des tarifs les plus avantageux, ce qui leur a permis par exemple de réserver un hôtel quatre étoiles au lieu de trois",B2,3
Les noeuds de ses reins et de son échine s'étaient relâchés.,C2,5
On passe un agréable moment dans ce restaurant même si l'ambiance animée est un peu trop bruyante.,B1,2
J'eusse dû te le confier en amont de notre conversation avec les investisseurs,C2,5
"Je n'aimais pas tellement être vendeuse, mais je devais essayer de vendre des appareils photo de toutes sortes aux clients.",B1,2
Les statistiques sur l'apprentissage montrent que les garçons ont des facultés mentales identiques à celles des filles.,B2,3
Je m'appelle John.,A1,0
La femme faisait tout ce que son mari lui demandait.,B1,2
"Cette somme comprend les dépenses d'électricité et de chauffage au domicile principal et, le cas échéant, au domicile secondaire, ainsi que les dépenses pour l'essence ou le diesel.",C1,4
Les outils numériques contribuent à la formation des élèves.,B2,3
"Concentrés toute l'année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser les bains de mer ou de soleil délaver les tables de multiplication, les plus-que-parfait de l'indicatif et autres théorèmes de géométrie si chèrement acquis",C2,5
"""Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n'emploie que des propositions juxtaposées?"", regrette-t-il.",C2,5
Je t'écris pour te dire que je vais partir cet été en Corse avec ma famille.,A2,1
Tu prenais une douche et tu allais au lit.,A2,1
"La dynamique de la vie de ces couples, ponctuée par des crises successives et des étapes semblables à celles de n'importe quel couple, a pourtant sa logique propre.",C2,5
"L'école de la République qui a été fondée au XIXe reste aujourd'hui extrêmement actuelle, et on ne peut pas dire qu'elle a simplement servi à franciser les Français.",A2,1
"Quand j'étais petit, ma mère, elle m'entendait chanter et elle me disait ""Jamais tu seras dans la musique, toi !""",B1,2
"Le village québécois s'appelait jadis ""la descente des femmes""",C2,5
Je peux proposer une note si vous voulez.,B1,2
"Dix ans après le début des fouilles, il apparaît désormais clair qu'un site archéologique du port antique de Bérénice, sur la rive égyptienne de la mer Rouge, abritait un vaste cimetière d'animaux domestiques, aimés et choyés comme à l'époque moderne.",C1,4
"À mon avis, par rapport à la journée scolaire de la plupart des pays européens, on n'a pas de chance: on est obligés de se lever tôt et de travailler tard.",B1,2
J'ai conseillé à ma soeur d'aller dans cette école privée.,A2,1
Pendant combien de temps les monnaies nationales et la monnaie européenne ont-elles circulé conjointement?,B2,3
"Oui, j'aime le chocolat.",A1,0
"Puis, d'atroces élancements le dardèrent de ses blessures.",C2,5
Je m'occupe de mes deux enfants quand ils rentrent de l'école.,A1,0
Quelle tête à claques celle-là !,C1,4
"Celui-ci se hisse, en effet, au quatrième rang mondial du marché noir, derrière les stupéfiants, la contrefaçon et le trafic d'êtres humains.",C1,4
"Pour réparer cette erreur, Prométhée offre la technique aux Hommes, ainsi que le feu",C2,5
Monsieur de Cyrano n'est pas là ?,A1,0
La majorité des Français ne restent pas dans leur région durant les vacances d'été,B1,2
Mais je trouve qu'il vaut mieux permettre aux élèves de s'habiller comme ils veulent.,B1,2
"Voulez-vous me prêter, Monsieur, votre chapeau ?",B1,2
"En plus des animaux, il faut aussi s'occuper du potager de mon papy.",A2,1
Ils ont l'intention de s'enfuir par la frontière italienne.,A2,1
Vous n'avez pas entendu des bruits suspects plus tôt dans la nuit ?,B1,2
Les réformes sont toujours difficiles à faire passer pour le gouvernement français car les citoyens descendent facilement dans la rue pour manifester.,B2,3
Le pouvoir politique cherche à encadrer le temps libre des salariés: un dimanche avec leur femme au foyer doit les tenir à l'écart des bistrots et relancer la natalité.,C2,5
"Pour les couples déjà installés, et notamment ceux avec enfants, le problème du partage des tâches domestiques est accentué par une proximité ininterrompue.",B2,3
"Sur Internet, miroir numérique de nos états d'âme, forums et blogs disent le spleen dominical: ""Le monde tourne au ralenti"".",C2,5
Merci beaucoup pour cette histoire.,A1,0
Est-ce que le technicien peut venir ce matin pour réparer la machine ?,A1,0
"Dès sa création, le travail possède cette dimension pénible et négative liée au seul fait qu'il s'agit d'une action dictée par l'extérieur et qui pèse sur l'être humain Que ce soit dans les religions monothéistes ou polythéistes le travail possède, dans les récits, la caractéristique de n'être pas naturel chez l'Homme, et donc d'être imposé par un élément externe",C2,5
"L'étonnement de la première jeunesse, à l'aspect d'une société si factice et si travaillée, annonce plutôt un coeur naturel qu'un esprit méchant.",C2,5
Les enfants aiment faire du vélo avec leur grand-père après l'école.,A1,0
C'est une coalition hétéroclite qui a remporté la bataille du dimanche.,C2,5
"En effet, cette tonne va nous jouer ce soir le rôle de Phédon.",B1,2
J'espères que tu vas bien,A1,0
"Ensuite, je prends ma douche pour finir de me réveiller",A1,0
"Par ailleurs, des éducateurs expliquent que ce n'est pas en poursuivant ces enfants que l'on réglera les problèmes des familles.",B1,2
J'ai un garage pour ma voiture et pour mon vélo.,A2,1
"Le Golem, qui reçut en effet son nom moderne de robot (serf en tchèque) de Karel Capek dans sa pièce R.U.R, en 1920, apparaît, depuis, sous les traits d'une machine humanoïde. Replacer ce récit dans notre histoire éclaire l'ambivalence observée.",C1,4
J'ai deux enfants.,A1,0
"Né en 1887 dans l'Empire austro-hongrois, serrurier de formation et poète par passion, Lajos Kassák est écrivain, peintre et fondateur de revues de l'avant-garde hongroise.",C2,5
"Ils étaient venus s'établir à D *** pour y suivre un procès qui pouvait rendre entièrement au comte de P *** son ancienne opulence, et comptaient y rester environ deux ans.",C2,5
"En fait, les peuples de l'Arctique ne peuvent exister indépendamment de leur environnement.",C1,4
L'école doit former les enfants à se séparer de leur comportement d'usagers pour leur faire adopter une position distanciée qui les aidera à considérer ces langages comme des objets et des véhicules du savoir.,C2,5
Même si je sais que c'est le repas le plus important de la journée.,A2,1
Où habitez-vous ?,A1,0
"Pour l'auteur, le projet renforcera les habitudes de recherche d'informations des élèves.",B2,3
"Par fortes chaleurs, il est tentant de se découvrir. Une fausse bonne idée, car la peau est alors exposée à la brûlure du soleil.",B2,3
